32
# x, y, z (Ang), Charge, mux, muy, muz, Eint, dipQMx, dipQMy, dipQMz, quadQMxx, quadQMxy, quadQMxz, quadQMyy, quadQMyz, quadQMzz. Dipole origin: [0.0, 0.0, 0.0]. Quadrupole origin: [0.0, 0.12652035, 0.0] 
 5.1934702666e-01  -1.4062175899e+00  5.2255781960e-01   0.5   0.0  0.0  0.0  -0.038574590000   -0.05310433   1.06670945   0.00000000   -3.15812903   -0.02103005   -0.00000000   -4.44411320   0.00000000   -5.72286260 
 5.1934702666e-01  -1.4062175899e+00  5.2255781960e-01   -0.5   0.0  0.0  0.0  0.023971350000   0.06153651   0.36017332   -0.00000000   -3.48458040   0.04828323   -0.00000000   -4.79958104   0.00000000   -5.59134179 
 1.8479795652e+00  2.1298662939e+00  4.0878832171e-01   0.5   0.0  0.0  0.0  0.010289050000   -0.16608130   0.58417512   0.00000000   -3.36872835   -0.10764042   0.00000000   -4.60343663   0.00000000   -5.60541442 
 1.8479795652e+00  2.1298662939e+00  4.0878832171e-01   -0.5   0.0  0.0  0.0  -0.015367920000   0.15768797   0.86297609   0.00000000   -3.24660418   0.07789452   -0.00000000   -4.48690576   -0.00000000   -5.67519527 
 1.9985362984e+00  1.2209042597e+00  1.3301347872e+00   0.5   0.0  0.0  0.0  0.006669280000   -0.17084130   0.63087836   0.00000000   -3.34647501   -0.10630365   0.00000000   -4.57338653   0.00000000   -5.61260788 
 1.9985362984e+00  1.2209042597e+00  1.3301347872e+00   -0.5   0.0  0.0  0.0  -0.010732080000   0.16522922   0.81751250   -0.00000000   -3.26612272   0.08602342   -0.00000000   -4.50104815   -0.00000000   -5.66372826 
 9.3901753097e-01  1.9793095607e+00  1.3301347872e+00   0.5   0.0  0.0  0.0  0.009912100000   -0.11108525   0.60053299   0.00000000   -3.35145780   -0.07057142   0.00000000   -4.59140596   0.00000000   -5.60644093 
 9.3901753097e-01  1.9793095607e+00  1.3301347872e+00   -0.5   0.0  0.0  0.0  -0.012992900000   0.10616860   0.84958015   0.00000000   -3.24508512   0.05285842   -0.00000000   -4.48711642   -0.00000000   -5.66921499 
 2.2513380654e+00  1.5740771822e+00  7.1590381022e-01   0.5   0.0  0.0  0.0  0.008419290000   -0.18217772   0.60528056   0.00000000   -3.36142452   -0.11603905   0.00000000   -4.58990818   0.00000000   -5.60901362 
 2.2513380654e+00  1.5740771822e+00  7.1590381022e-01   -0.5   0.0  0.0  0.0  -0.013470120000   0.17441970   0.84176528   0.00000000   -3.25785174   0.08843513   -0.00000000   -4.49415724   -0.00000000   -5.67046708 
 1.1918192979e+00  2.3324824831e+00  7.1590381022e-01   0.5   0.0  0.0  0.0  0.011312690000   -0.12996318   0.57800369   -0.00000000   -3.36551742   -0.08440252   0.00000000   -4.60681641   0.00000000   -5.60359451 
 1.1918192979e+00  2.3324824831e+00  7.1590381022e-01   -0.5   0.0  0.0  0.0  -0.015525140000   0.12311107   0.87051434   0.00000000   -3.23878230   0.05999333   -0.00000000   -4.48252676   -0.00000000   -5.67555901 
 1.3423760312e+00  1.4235204489e+00  1.6372502757e+00   0.5   0.0  0.0  0.0  0.006964780000   -0.13756501   0.63434213   0.00000000   -3.33875140   -0.08511701   0.00000000   -4.57045322   0.00000000   -5.61223821 
 1.3423760312e+00  1.4235204489e+00  1.6372502757e+00   -0.5   0.0  0.0  0.0  -0.009906780000   0.13322423   0.81578184   -0.00000000   -3.26199235   0.06925584   -0.00000000   -4.49930519   -0.00000000   -5.66168323 
 1.6080720946e-01  1.8547412298e+00  1.3345783209e+00   0.5   0.0  0.0  0.0  0.010752780000   -0.02713017   0.59675886   0.00000000   -3.34593195   -0.01636616   0.00000000   -4.59402468   0.00000000   -5.60531176 
 1.6080720946e-01  1.8547412298e+00  1.3345783209e+00   -0.5   0.0  0.0  0.0  -0.012772260000   0.02597564   0.85486323   -0.00000000   -3.23818113   0.01196829   -0.00000000   -4.48193204   -0.00000000   -5.66827080 
 2.2826927939e+00  -4.9464482582e-01  4.0878832171e-01   0.5   0.0  0.0  0.0  -0.002783540000   -0.17778234   0.73914707   0.00000000   -3.29738120   -0.10009530   0.00000000   -4.51563862   0.00000000   -5.63279338 
 2.2826927939e+00  -4.9464482582e-01  4.0878832171e-01   -0.5   0.0  0.0  0.0  -0.000698750000   0.17960822   0.70915008   -0.00000000   -3.31581797   0.10485980   -0.00000000   -4.54686838   -0.00000000   -5.63997207 
 2.1321360606e+00  4.1431720837e-01  1.3301347872e+00   0.5   0.0  0.0  0.0  0.002759240000   -0.17444295   0.67775900   0.00000000   -3.32476579   -0.10404743   0.00000000   -4.54633044   0.00000000   -5.62074065 
 2.1321360606e+00  4.1431720837e-01  1.3301347872e+00   -0.5   0.0  0.0  0.0  -0.006257540000   0.17189808   0.77111299   -0.00000000   -3.28684846   0.09415224   -0.00000000   -4.51857592   -0.00000000   -5.65293854 
 1.3737307597e+00  -6.4520155910e-01  1.3301347872e+00   0.5   0.0  0.0  0.0  -0.011150970000   -0.13343761   0.83136908   0.00000000   -3.25012569   -0.06834922   0.00000000   -4.47865094   -0.00000000   -5.65257088 
 1.3737307597e+00  -6.4520155910e-01  1.3301347872e+00   -0.5   0.0  0.0  0.0  0.007782700000   0.13995550   0.61623485   -0.00000000   -3.35360653   0.08908541   -0.00000000   -4.59597829   0.00000000   -5.62106005 
 2.4853089831e+00  1.6151544140e-01  7.1590381022e-01   0.5   0.0  0.0  0.0  0.002373820000   -0.18742445   0.67915177   0.00000000   -3.32683582   -0.11172374   0.00000000   -4.54598942   0.00000000   -5.62144744 
 2.4853089831e+00  1.6151544140e-01  7.1590381022e-01   -0.5   0.0  0.0  0.0  -0.006354240000   0.18480817   0.76894325   -0.00000000   -3.29015156   0.10154130   -0.00000000   -4.52049341   -0.00000000   -5.65318610 
 1.7269036822e+00  -8.9800332607e-01  7.1590381022e-01   0.5   0.0  0.0  0.0  -0.010964170000   -0.15173360   0.82672253   0.00000000   -3.25505047   -0.07816575   0.00000000   -4.48050934   -0.00000000   -5.65188338 
 1.7269036822e+00  -8.9800332607e-01  7.1590381022e-01   -0.5   0.0  0.0  0.0  0.007116280000   0.15887352   0.62011358   -0.00000000   -3.35457818   0.10088182   -0.00000000   -4.59488333   0.00000000   -5.62260043 
 1.5763469489e+00  1.0958708122e-02  1.6372502757e+00   0.5   0.0  0.0  0.0  -0.002275680000   -0.14707134   0.73982566   0.00000000   -3.29129440   -0.08260453   0.00000000   -4.51453695   0.00000000   -5.63200060 
 1.5763469489e+00  1.0958708122e-02  1.6372502757e+00   -0.5   0.0  0.0  0.0  -0.000118600000   0.14857940   0.71021564   -0.00000000   -3.31011876   0.08647932   -0.00000000   -4.54399769   -0.00000000   -5.63853434 
 7.2055358375e-01  -7.6237616202e-01  1.3593401722e+00   0.5   0.0  0.0  0.0  -0.022868570000   -0.08580093   0.94092474   0.00000000   -3.20208049   -0.03899160   0.00000000   -4.45181560   -0.00000000   -5.68167245 
 7.2055358375e-01  -7.6237616202e-01  1.3593401722e+00   -0.5   0.0  0.0  0.0  0.016384060000   0.09418125   0.50067882   -0.00000000   -3.40801219   0.06615663   -0.00000000   -4.67549368   0.00000000   -5.60366749 
 2.4643393553e-01  -1.2469971266e-01  1.7097883129e+00   0.5   0.0  0.0  0.0  -0.014998420000   -0.03658574   0.87526600   0.00000000   -3.22273225   -0.01763963   0.00000000   -4.46586618   -0.00000000   -5.66292656 
 2.4643393553e-01  -1.2469971266e-01  1.7097883129e+00   -0.5   0.0  0.0  0.0  0.012178000000   0.03898766   0.57306662   -0.00000000   -3.36662789   0.02529806   -0.00000000   -4.61931916   0.00000000   -5.61124579 
